employee_id,first_name,last_name,employee_name,department_id,department_name,division,job_role,job_level,business_travel,hire_date,termination_date,current_status,attrition_flag,tenure_years,tenure_cohort,tenure_cohort_sort,gender,age,marital_status,education_level,distance_from_home,manager_id,manager_name,monthly_income,income_pct_rank_in_role,income_quartile_in_role,income_quartile_label,pct_vs_role_average,stock_option_level,salary_hike_pct,latest_review_date,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,overtime_flag,voluntary_flag
1587,Grace,Eriksen,Grace Eriksen,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2020-02-24,,Active,0,5.85,5-10 yr,4,Female,35,Single,Master,10,1127.0,Ethan Simonsen,6142,0.3385,2,Q2,-18.4,0,16.0,2025-12-25,3,3,1,3,Yes,
1588,Oscar,Andersen,Oscar Andersen,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2018-01-03,,Active,0,7.99,5-10 yr,4,Male,39,Married,Bachelor,6,1716.0,Elena Pashkov,8237,0.72,3,Q3,19.0,1,11.0,2025-12-29,3,3,4,3,No,
1590,Mira,Nakamura,Mira Nakamura,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Frequently,2019-03-22,,Active,0,6.78,5-10 yr,4,Male,29,Divorced,Below College,2,165.0,Ingrid Aoki,8853,0.7077,3,Q3,17.6,1,19.0,2025-12-26,3,4,1,4,No,
1591,Marcus,Cardoso,Marcus Cardoso,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2024-03-05,,Active,0,1.82,1-3 yr,2,Male,50,Married,Bachelor,9,140.0,Camila Osei,19331,0.8317,4,Q4 (highest paid in role),12.5,1,16.0,2025-12-24,3,3,3,3,Yes,
1592,Fatima,Whitfield,Fatima Whitfield,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-06-10,,Active,0,2.56,1-3 yr,2,Male,23,Married,Bachelor,10,468.0,Mei Mehta,2073,0.0825,1,Q1 (lowest paid in role),-36.0,1,16.0,2025-12-29,3,3,4,3,No,
1594,Nadia,Hassan,Nadia Hassan,2,Engineering,Technology,QA Engineer,2,Travel_Frequently,2022-02-02,,Active,0,3.91,3-5 yr,3,Male,36,Married,Master,6,447.0,Tobias Moreau,5562,0.9535,4,Q4 (highest paid in role),71.8,1,13.0,2025-12-19,3,1,1,3,Yes,
1595,Claire,Aoki,Claire Aoki,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2024-02-15,,Active,0,1.88,1-3 yr,2,Male,42,Single,College,9,1191.0,Aisha Varga,19613,0.901,4,Q4 (highest paid in role),14.2,0,22.0,2025-12-14,4,4,4,3,No,
1596,Mei,Nakamura,Mei Nakamura,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2015-06-24,,Active,0,10.52,10 yr+,5,Male,35,Married,Bachelor,28,1069.0,Divya Krishnan,3407,0.6163,3,Q3,5.2,2,17.0,2025-12-17,3,3,2,2,No,
1597,Hannah,Grimaldi,Hannah Grimaldi,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Frequently,2017-04-18,,Active,0,8.7,5-10 yr,4,Male,34,Married,Master,10,1697.0,Aarav Haddad,5063,0.1615,1,Q1 (lowest paid in role),-32.8,1,14.0,2025-12-20,3,3,4,2,No,
1598,Zara,Tanaka,Zara Tanaka,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-09-30,,Active,0,5.25,5-10 yr,4,Female,40,Married,College,14,2056.0,Grace Krishnan,4639,0.1477,1,Q1 (lowest paid in role),-33.0,1,15.0,2025-12-23,3,1,4,3,No,
1599,Anika,Kaur,Anika Kaur,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2019-03-11,,Active,0,6.81,5-10 yr,4,Male,43,Divorced,Bachelor,27,1035.0,Lena Osei,4876,0.8992,4,Q4 (highest paid in role),50.6,1,12.0,2025-12-15,3,2,4,3,No,
1601,Caleb,Ramos,Caleb Ramos,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2024-02-24,,Active,0,1.85,1-3 yr,2,Male,35,Married,College,7,1422.0,Isabel Vandenberg,2690,0.4109,2,Q2,-16.9,1,18.0,2025-12-14,3,4,3,2,No,
1602,Soren,Navarro,Soren Navarro,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,1999-09-16,,Active,0,26.29,10 yr+,5,Male,46,Single,Master,1,787.0,Divya Novak,17567,0.5149,3,Q3,2.2,0,15.0,2025-12-30,3,1,4,1,No,
1605,Tobias,Whitfield,Tobias Whitfield,2,Engineering,Technology,Software Engineer,1,Non-Travel,2021-05-25,,Active,0,4.6,3-5 yr,3,Female,22,Married,College,26,1485.0,Ethan Quintero,2814,0.4708,2,Q2,-13.1,0,14.0,2025-12-16,3,3,2,2,Yes,
1606,Aarav,Eriksen,Aarav Eriksen,6,Customer Support,Go-To-Market,Support Representative,4,Travel_Frequently,1995-06-06,,Active,0,30.57,10 yr+,5,Male,50,Married,Doctor,20,1278.0,Luis Jokinen,11245,0.9462,4,Q4 (highest paid in role),49.4,1,15.0,2025-12-20,3,3,2,3,Yes,
1607,Idris,Navarro,Idris Navarro,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-11-14,,Active,0,3.13,3-5 yr,3,Female,32,Married,Master,5,815.0,Chloe Aoki,3312,0.6289,3,Q3,2.2,2,17.0,2025-12-16,3,4,2,3,No,
1608,Oscar,Silva,Oscar Silva,2,Engineering,Technology,Engineering Director,5,Travel_Rarely,2003-06-14,,Active,0,22.55,10 yr+,5,Female,44,Divorced,Bachelor,7,1770.0,Lena Ferreira,19049,0.7722,4,Q4 (highest paid in role),18.8,1,14.0,2025-12-11,3,4,2,2,Yes,
1609,Fatima,Quintero,Fatima Quintero,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2019-05-27,,Active,0,6.6,5-10 yr,4,Male,30,Married,Bachelor,7,1539.0,Camila Dubois,2141,0.1237,1,Q1 (lowest paid in role),-33.9,1,12.0,2025-12-19,3,2,2,2,No,
1611,Diego,Sharma,Diego Sharma,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2015-02-02,,Active,0,10.91,10 yr+,5,Female,45,Single,Doctor,5,1941.0,Andre Delacroix,5769,0.9651,4,Q4 (highest paid in role),78.2,0,14.0,2025-12-11,3,1,3,3,Yes,
1612,Chloe,Nowak,Chloe Nowak,1,Sales,Go-To-Market,Sales Executive,2,Non-Travel,2015-04-25,,Active,0,10.69,10 yr+,5,Male,45,Married,Bachelor,26,1975.0,Grace Kaur,4385,0.0862,1,Q1 (lowest paid in role),-36.7,1,15.0,2025-12-17,3,1,1,3,No,
1613,Elena,Rossi,Elena Rossi,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2020-01-03,,Active,0,5.99,5-10 yr,4,Male,31,Single,Master,2,1319.0,Sofia Castellanos,5332,0.3169,2,Q2,-23.0,0,13.0,2025-12-23,3,1,4,3,No,
1614,Rahul,Petrov,Rahul Petrov,5,Operations,Technology,Operations Director,2,Travel_Rarely,2022-05-27,,Active,0,3.6,3-5 yr,3,Female,36,Married,Master,12,1026.0,Nadia Mbeki,4663,0.1458,1,Q1 (lowest paid in role),-36.1,2,12.0,2025-12-15,3,3,3,3,Yes,
1615,Lena,Bergman,Lena Bergman,5,Operations,Technology,Operations Director,2,Travel_Frequently,2016-10-20,,Active,0,9.2,5-10 yr,4,Male,34,Divorced,Master,10,1283.0,Aisha Aoki,4724,0.1597,1,Q1 (lowest paid in role),-35.2,1,13.0,2025-12-23,3,4,3,3,No,
1617,Ethan,Moreau,Ethan Moreau,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2016-08-12,,Active,0,9.39,5-10 yr,4,Female,49,Married,Master,25,58.0,Isabel Hassan,3211,0.5814,3,Q3,-0.8,1,14.0,2025-12-20,3,1,3,2,No,
1618,Grace,Dubois,Grace Dubois,5,Operations,Technology,Operations Director,2,Travel_Rarely,2018-09-23,,Active,0,7.27,5-10 yr,4,Male,39,Married,Doctor,10,601.0,Amara Grimaldi,5377,0.3264,2,Q2,-26.3,3,13.0,2025-12-28,3,1,2,3,No,
1619,Leila,Jokinen,Leila Jokinen,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2018-11-02,,Active,0,7.16,5-10 yr,4,Male,27,Divorced,Bachelor,19,520.0,Idris Lindqvist,4066,0.814,4,Q4 (highest paid in role),25.6,2,11.0,2025-12-17,3,1,4,3,No,
1621,Freya,Haddad,Freya Haddad,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2009-02-20,,Active,0,16.86,10 yr+,5,Male,35,Married,Doctor,18,1069.0,Divya Krishnan,5208,0.9313,4,Q4 (highest paid in role),60.7,0,11.0,2025-12-16,3,1,2,3,No,
1622,Jonas,Bergman,Jonas Bergman,5,Operations,Technology,Operations Director,2,Travel_Rarely,2020-07-19,,Active,0,5.45,5-10 yr,4,Female,28,Divorced,Bachelor,27,1360.0,Tariq Hassan,4877,0.2014,1,Q1 (lowest paid in role),-33.1,1,21.0,2025-12-31,4,1,2,2,No,
1623,Sofia,Whitfield,Sofia Whitfield,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-07-28,,Active,0,2.43,1-3 yr,2,Male,21,Single,Below College,5,612.0,Soren Castellanos,3117,0.5979,3,Q3,-3.8,0,18.0,2025-12-29,3,4,3,3,No,
1625,Nadia,Cardoso,Nadia Cardoso,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2020-01-20,,Active,0,5.95,5-10 yr,4,Female,47,Married,Master,26,140.0,Camila Osei,19658,0.9208,4,Q4 (highest paid in role),14.4,1,11.0,2025-12-17,3,3,4,3,No,
1627,Zara,Pashkov,Zara Pashkov,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2015-02-24,,Active,0,10.85,10 yr+,5,Male,39,Divorced,College,3,1263.0,Caleb Eriksen,3069,0.5388,3,Q3,-5.2,1,15.0,2025-12-24,3,3,3,3,No,
1628,Grace,Nowak,Grace Nowak,5,Operations,Technology,Operations Director,3,Travel_Rarely,2007-01-06,,Active,0,18.98,10 yr+,5,Female,40,Married,Bachelor,15,1401.0,Rosa Marchetti,10435,0.8542,4,Q4 (highest paid in role),43.0,2,13.0,2025-12-21,3,3,1,3,No,
1630,Sofia,Petrov,Sofia Petrov,6,Customer Support,Go-To-Market,Support Representative,2,Non-Travel,2011-05-21,,Active,0,14.61,10 yr+,5,Female,35,Married,Master,8,1127.0,Ethan Simonsen,4148,0.0462,1,Q1 (lowest paid in role),-44.9,1,12.0,2025-12-26,3,3,3,3,No,
1631,Luis,Mbeki,Luis Mbeki,5,Operations,Technology,Operations Director,2,Travel_Rarely,2021-06-12,,Active,0,4.55,3-5 yr,3,Male,37,Married,Bachelor,19,1026.0,Nadia Mbeki,5768,0.3681,2,Q2,-20.9,3,17.0,2025-12-27,3,3,3,2,No,
1633,Freya,Halvorsen,Freya Halvorsen,5,Operations,Technology,Operations Director,2,Travel_Frequently,2016-03-06,,Active,0,9.82,5-10 yr,4,Female,39,Single,Bachelor,4,601.0,Amara Grimaldi,5042,0.2292,1,Q1 (lowest paid in role),-30.9,0,13.0,2025-12-19,3,3,1,1,No,
1635,Hugo,Pashkov,Hugo Pashkov,5,Operations,Technology,Operations Director,2,Travel_Rarely,2015-10-29,,Active,0,10.17,10 yr+,5,Female,45,Divorced,College,2,2034.0,Nadia Larsen,5770,0.375,2,Q2,-20.9,2,19.0,2025-12-23,3,4,4,3,No,
1638,Divya,Cardoso,Divya Cardoso,5,Operations,Technology,Operations Director,3,Travel_Rarely,2020-07-19,,Active,0,5.45,5-10 yr,4,Female,38,Married,College,2,1367.0,Isabel Duarte,7756,0.6319,3,Q3,6.3,1,19.0,2025-12-16,3,3,4,4,Yes,
1640,Oscar,Nowak,Oscar Nowak,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2017-06-25,,Active,0,8.52,5-10 yr,4,Female,37,Married,Bachelor,10,1424.0,Rahul Novak,3936,0.7698,4,Q4 (highest paid in role),21.5,1,11.0,2025-12-29,3,2,2,1,No,
1641,Mira,Pashkov,Mira Pashkov,5,Operations,Technology,Operations Director,3,Travel_Rarely,2021-11-16,,Active,0,4.12,3-5 yr,3,Female,40,Single,Bachelor,16,1401.0,Rosa Marchetti,7945,0.6597,3,Q3,8.9,0,15.0,2025-12-21,3,4,3,2,Yes,
1642,Elena,Aoki,Elena Aoki,3,HR,Corporate Services,HR Generalist,2,Travel_Frequently,2015-07-10,,Active,0,10.48,10 yr+,5,Male,44,Married,Doctor,1,1744.0,Grace Sharma,5743,0.7451,3,Q3,35.6,0,11.0,2025-12-12,3,4,1,3,Yes,
1644,Bruno,Nakamura,Bruno Nakamura,4,Finance,Corporate Services,Finance Manager,4,Travel_Frequently,2023-01-27,,Active,0,2.93,1-3 yr,2,Male,48,Married,Doctor,4,787.0,Divya Novak,15202,0.1584,1,Q1 (lowest paid in role),-11.5,1,25.0,2025-12-27,4,4,3,3,No,
1646,Marcus,Haddad,Marcus Haddad,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2019-10-23,,Active,0,6.19,5-10 yr,4,Female,24,Single,Below College,2,468.0,Mei Mehta,3760,0.732,3,Q3,16.1,0,13.0,2025-12-29,3,4,1,3,Yes,
1647,Rahul,Ramos,Rahul Ramos,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-02-06,,Active,0,3.9,3-5 yr,3,Female,27,Married,Bachelor,8,520.0,Idris Lindqvist,3517,0.6907,3,Q3,8.6,0,17.0,2025-12-13,3,3,2,3,No,
1648,Ingrid,Dubois,Ingrid Dubois,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2021-06-06,,Active,0,4.57,3-5 yr,3,Male,27,Single,Bachelor,2,520.0,Idris Lindqvist,2580,0.3505,2,Q2,-20.4,0,13.0,2025-12-21,3,4,4,2,No,
1650,Divya,Marchetti,Divya Marchetti,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-02-19,,Active,0,5.86,5-10 yr,4,Male,29,Single,Bachelor,10,174.0,Grace Dubois,5869,0.4492,2,Q2,-15.2,0,11.0,2025-12-28,3,3,3,3,No,
1651,Lena,Duarte,Lena Duarte,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2022-05-28,,Active,0,3.59,3-5 yr,3,Female,36,Married,Master,5,431.0,Leila Halvorsen,8008,0.6462,3,Q3,6.4,2,12.0,2025-12-16,3,1,2,3,No,
1653,Chloe,Osei,Chloe Osei,5,Operations,Technology,Operations Director,2,Travel_Frequently,2018-12-01,,Active,0,7.08,5-10 yr,4,Male,25,Divorced,Below College,2,1360.0,Tariq Hassan,5206,0.2778,2,Q2,-28.6,2,17.0,2025-12-27,3,3,4,3,No,
1654,Chloe,Lindqvist,Chloe Lindqvist,5,Operations,Technology,Operations Director,2,Travel_Rarely,2020-07-08,,Active,0,5.48,5-10 yr,4,Male,39,Married,Bachelor,12,601.0,Amara Grimaldi,5295,0.3125,2,Q2,-27.4,0,21.0,2025-12-15,4,2,4,3,No,
1655,Hannah,Duarte,Hannah Duarte,2,Engineering,Technology,Engineering Director,4,Travel_Rarely,2021-03-06,,Active,0,4.82,3-5 yr,3,Female,49,Married,Master,22,80.0,Mira Silva,16413,0.481,2,Q2,2.4,2,16.0,2025-12-28,3,2,1,3,No,
1656,Nadia,Silva,Nadia Silva,2,Engineering,Technology,Engineering Director,3,Travel_Rarely,2011-02-01,,Active,0,14.91,10 yr+,5,Female,50,Divorced,Doctor,17,385.0,Hannah Lindqvist,13269,0.2025,1,Q1 (lowest paid in role),-17.2,3,15.0,2025-12-19,3,1,4,3,No,
1657,Soren,Simonsen,Soren Simonsen,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2023-12-16,,Active,0,2.04,1-3 yr,2,Female,20,Single,Bachelor,2,302.0,Diego Ramos,2783,0.6341,3,Q3,6.0,0,19.0,2025-12-24,3,3,3,3,No,
1658,Isabel,Sharma,Isabel Sharma,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2014-11-18,,Active,0,11.12,10 yr+,5,Female,34,Divorced,Bachelor,3,1069.0,Divya Krishnan,5433,0.9416,4,Q4 (highest paid in role),67.7,1,12.0,2025-12-17,3,2,4,3,No,
1659,Aarav,Pashkov,Aarav Pashkov,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2021-03-02,,Active,0,4.83,3-5 yr,3,Male,36,Single,Bachelor,7,1250.0,Bruno Castellanos,2013,0.0543,1,Q1 (lowest paid in role),-37.8,0,11.0,2025-12-29,3,2,1,3,No,
1661,Daniel,Krishnan,Daniel Krishnan,6,Customer Support,Go-To-Market,Support Representative,4,Travel_Rarely,2010-06-12,,Active,0,15.55,10 yr+,5,Female,49,Married,Below College,6,1278.0,Luis Jokinen,13966,1.0,4,Q4 (highest paid in role),85.5,1,19.0,2025-12-31,3,3,3,3,Yes,
1662,Soren,Cardoso,Soren Cardoso,5,Operations,Technology,Operations Director,2,Non-Travel,2022-05-17,,Active,0,3.62,3-5 yr,3,Female,36,Married,Master,1,1026.0,Nadia Mbeki,4374,0.0972,1,Q1 (lowest paid in role),-40.0,0,15.0,2025-12-11,3,3,4,3,No,
1664,Idris,Rossi,Idris Rossi,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2020-03-24,,Active,0,5.77,5-10 yr,4,Male,36,Divorced,College,3,119.0,Fatima Novak,6842,0.5231,3,Q3,-9.1,1,20.0,2025-12-18,4,1,4,3,No,
1665,Hugo,Grimaldi,Hugo Grimaldi,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,2015-09-07,,Active,0,10.32,10 yr+,5,Female,54,Married,Doctor,22,374.0,Aarav Lindqvist,17426,0.4851,2,Q2,1.4,1,25.0,2025-12-22,4,3,2,3,No,
1666,Soren,Marchetti,Soren Marchetti,2,Engineering,Technology,Engineering Director,4,Travel_Rarely,2011-11-08,,Active,0,14.15,10 yr+,5,Male,43,Married,College,15,141.0,Aarav Jokinen,17603,0.6329,3,Q3,9.8,1,24.0,2025-12-20,4,3,3,3,No,
1668,Peter,Grimaldi,Peter Grimaldi,2,Engineering,Technology,Software Engineer,2,Travel_Frequently,2012-07-28,,Active,0,13.43,10 yr+,5,Male,38,Married,Bachelor,1,447.0,Tobias Moreau,4735,0.866,4,Q4 (highest paid in role),46.1,2,15.0,2025-12-17,3,4,4,4,No,
1669,Rahul,Ortega,Rahul Ortega,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-10-03,,Active,0,10.25,10 yr+,5,Male,29,Divorced,Bachelor,5,174.0,Grace Dubois,4187,0.0369,1,Q1 (lowest paid in role),-39.5,1,13.0,2025-12-12,3,2,1,2,Yes,
1670,Nikolai,Cardoso,Nikolai Cardoso,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2019-10-25,,Active,0,6.18,5-10 yr,4,Male,33,Divorced,Master,2,1050.0,Tobias Haddad,5505,0.3846,2,Q2,-20.5,2,14.0,2025-12-14,3,4,4,3,No,
1671,Claire,Nowak,Claire Nowak,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2016-03-27,,Active,0,9.76,5-10 yr,4,Male,32,Divorced,Bachelor,2,1789.0,Kwame Eriksen,5470,0.9519,4,Q4 (highest paid in role),68.8,2,13.0,2025-12-25,3,2,4,2,No,
1673,Chloe,Pashkov,Chloe Pashkov,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-02-19,,Active,0,10.86,10 yr+,5,Female,31,Married,Master,5,1319.0,Sofia Castellanos,5476,0.3723,2,Q2,-20.9,2,11.0,2025-12-25,3,4,1,3,No,
1674,Grace,Krishnan,Grace Krishnan,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-03-17,,Active,0,2.79,1-3 yr,2,Female,49,Divorced,Bachelor,16,58.0,Isabel Hassan,2587,0.3682,2,Q2,-20.1,1,16.0,2025-12-26,3,1,4,2,Yes,
1675,Elena,Whitfield,Elena Whitfield,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2021-11-04,,Active,0,4.16,3-5 yr,3,Female,38,Single,Bachelor,2,1128.0,Kwame Mehta,2440,0.2946,2,Q2,-24.6,0,22.0,2025-12-20,4,2,4,3,No,
1676,Grace,Novak,Grace Novak,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,2022-12-23,,Active,0,3.02,3-5 yr,3,Female,47,Divorced,Master,2,787.0,Divya Novak,15972,0.198,1,Q1 (lowest paid in role),-7.0,3,14.0,2025-12-18,3,2,2,3,No,
1677,Felix,Kowalski,Felix Kowalski,4,Finance,Corporate Services,Finance Manager,4,Travel_Rarely,2017-09-30,,Active,0,8.25,5-10 yr,4,Male,49,Single,Bachelor,1,787.0,Divya Novak,15379,0.1683,1,Q1 (lowest paid in role),-10.5,0,14.0,2025-12-19,3,3,3,3,No,
1678,Marcus,Tanaka,Marcus Tanaka,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2023-03-13,,Active,0,2.8,1-3 yr,2,Male,41,Single,College,23,1716.0,Elena Pashkov,7082,0.6246,3,Q3,2.3,0,16.0,2025-12-12,3,3,4,3,Yes,
1680,Oscar,Kowalski,Oscar Kowalski,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2023-04-27,,Active,0,2.68,1-3 yr,2,Male,20,Single,Below College,9,302.0,Diego Ramos,2728,0.6098,3,Q3,3.9,0,11.0,2025-12-12,3,1,4,3,No,
1681,Idris,Halvorsen,Idris Halvorsen,1,Sales,Go-To-Market,Sales Executive,2,Non-Travel,2019-12-21,,Active,0,6.03,5-10 yr,4,Female,33,Divorced,Bachelor,16,1050.0,Tobias Haddad,5368,0.3292,2,Q2,-22.5,1,25.0,2025-12-14,4,4,3,3,Yes,
1682,Mira,Kowalski,Mira Kowalski,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2022-05-18,,Active,0,3.62,3-5 yr,3,Male,36,Married,Master,26,119.0,Fatima Novak,5347,0.2077,1,Q1 (lowest paid in role),-29.0,2,14.0,2025-12-25,3,3,1,2,No,
1683,Mira,Pashkov,Mira Pashkov,3,HR,Corporate Services,HR Generalist,1,Travel_Rarely,2023-08-14,,Active,0,2.38,1-3 yr,2,Female,44,Divorced,Bachelor,1,1098.0,Jonas Novak,3195,0.5098,3,Q3,-24.6,3,18.0,2025-12-28,3,4,3,3,Yes,
1687,Sanne,Bergman,Sanne Bergman,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2025-03-18,,Active,0,0.79,0-1 yr,1,Female,38,Married,College,4,1128.0,Kwame Mehta,3306,0.6047,3,Q3,2.1,1,19.0,2025-12-24,3,3,4,2,No,
1689,Andre,Lombardi,Andre Lombardi,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2021-09-02,,Active,0,4.33,3-5 yr,3,Male,53,Married,Master,24,1606.0,Aarav Eriksen,7005,0.5462,3,Q3,-7.0,0,15.0,2025-12-19,3,4,2,3,No,
1693,Nadia,Quintero,Nadia Quintero,2,Engineering,Technology,QA Engineer,1,Non-Travel,2018-12-09,,Active,0,7.06,5-10 yr,4,Male,26,Single,Bachelor,7,843.0,Andre Mehta,2570,0.3566,2,Q2,-20.6,0,20.0,2025-12-27,4,4,4,3,No,
1694,Andre,Bakker,Andre Bakker,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-09-10,,Active,0,4.31,3-5 yr,3,Male,55,Divorced,Bachelor,22,1255.0,Claire Reyes,3537,0.6942,3,Q3,9.2,1,12.0,2025-12-20,3,2,1,3,No,
1696,Fatima,Varga,Fatima Varga,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2010-11-28,,Active,0,15.09,10 yr+,5,Male,34,Married,College,5,1069.0,Divya Krishnan,3986,0.7868,4,Q4 (highest paid in role),23.1,1,14.0,2025-12-26,3,4,2,4,No,
1697,Aarav,Haddad,Aarav Haddad,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2024-10-02,,Active,0,1.25,1-3 yr,2,Male,60,Divorced,Master,1,258.0,Tobias Simonsen,10883,0.9,4,Q4 (highest paid in role),44.6,1,20.0,2025-12-23,4,4,3,4,No,
1698,Tobias,Bergman,Tobias Bergman,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2011-03-05,,Active,0,14.83,10 yr+,5,Male,33,Married,Bachelor,21,901.0,Chloe Mbeki,2028,0.062,1,Q1 (lowest paid in role),-37.4,3,18.0,2025-12-12,3,2,2,3,No,
1700,Divya,Halvorsen,Divya Halvorsen,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2019-09-13,,Active,0,6.3,5-10 yr,4,Male,37,Divorced,Master,1,81.0,Sofia Cardoso,9525,0.8215,4,Q4 (highest paid in role),37.6,2,14.0,2025-12-27,3,4,3,2,No,
1701,Viktor,Vandenberg,Viktor Vandenberg,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2015-11-04,,Active,0,10.16,10 yr+,5,Female,34,Married,Bachelor,19,730.0,Jonas Silva,2929,0.5223,3,Q3,-9.6,0,12.0,2025-12-28,3,4,2,3,No,
1703,Bruno,Larsen,Bruno Larsen,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2017-01-06,,Active,0,8.98,5-10 yr,4,Female,44,Married,Bachelor,2,1606.0,Aarav Eriksen,7879,0.6308,3,Q3,4.7,1,19.0,2025-12-31,3,4,3,3,Yes,
1704,Hannah,Ferreira,Hannah Ferreira,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2020-11-14,,Active,0,5.13,5-10 yr,4,Male,35,Single,Master,2,1422.0,Isabel Vandenberg,4930,0.8969,4,Q4 (highest paid in role),52.2,0,14.0,2025-12-31,3,4,1,4,Yes,
1706,Rahul,Cardoso,Rahul Cardoso,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-03-19,,Active,0,10.79,10 yr+,5,Male,43,Married,Bachelor,2,1975.0,Grace Kaur,7847,0.6892,3,Q3,13.3,1,17.0,2025-12-27,3,4,4,3,Yes,
1707,Ethan,Marchetti,Ethan Marchetti,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-02-14,,Active,0,5.88,5-10 yr,4,Male,24,Married,Bachelor,9,468.0,Mei Mehta,4401,0.8213,4,Q4 (highest paid in role),35.8,1,16.0,2025-12-11,3,3,3,3,No,
1708,Tariq,Ramos,Tariq Ramos,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2015-03-29,,Active,0,10.76,10 yr+,5,Male,41,Single,Bachelor,6,1716.0,Elena Pashkov,9241,0.8062,4,Q4 (highest paid in role),33.5,0,12.0,2025-12-16,3,3,4,3,No,
1709,Hannah,Marchetti,Hannah Marchetti,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2020-02-04,,Active,0,5.91,5-10 yr,4,Female,29,Married,Master,9,1443.0,Aisha Rossi,2974,0.5194,3,Q3,-8.1,1,17.0,2025-12-22,3,3,4,3,No,
1710,Sanne,Mbeki,Sanne Mbeki,1,Sales,Go-To-Market,Sales Representative,2,Travel_Rarely,2012-04-12,,Active,0,13.72,10 yr+,5,Female,36,Single,Master,2,81.0,Sofia Cardoso,4502,0.9756,4,Q4 (highest paid in role),71.4,0,15.0,2025-12-30,3,4,3,2,No,
1712,Andre,Eriksen,Andre Eriksen,6,Customer Support,Go-To-Market,Support Representative,3,Non-Travel,2002-10-01,,Active,0,23.25,10 yr+,5,Male,45,Married,Below College,1,1606.0,Aarav Eriksen,10748,0.8846,4,Q4 (highest paid in role),42.8,1,23.0,2025-12-17,4,3,3,2,No,
